Title,Features.Max Players,Features.Online?,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Rushed
Eternal Sonata,2,TRUE,Role-Playing (RPG),Namco,80,0.14,24.95,PlayStation 3,M,2008,38.15,70.66666667,132.85,48.85,41.3,67.68333333,31.68333333,29.13333333,43.16666667,20.78333333
Viva Pi$?ata: Trouble in Paradise,2,TRUE,"Racing / Driving,Simulation,Strategy",Microsoft,82,0.14,17.95,X360,T,2008,31.88333333,18.76666667,20.25,17.28333333,20,20,20,70,70,70
FlatOut: Head On,1,TRUE,"Racing / Driving,Sports",,74,0.14,9.95,Sony PSP,E,2008,21.8,40.8,41.21666667,40.4,20.98333333,26.23333333,16.83333333,17.25,21.93333333,13.18333333
Viking: Battle for Asgard,1,TRUE,Action,Sega,65,0.14,16.95,PlayStation 3,M,2008,17.5,22.51666667,27.11666667,16.45,17.31666667,21.93333333,13.93333333,13.03333333,18.75,9.983333333
Neopets Puzzle Adventure,1,TRUE,"Role-Playing (RPG),Strategy",Capcom,52,0.14,14.95,Nintendo Wii,E,2008,3,0,0,0,0,0,0,3,3,3
TNA iMPACT!,1,TRUE,Sports,Midway,43,0.14,14.95,Nintendo Wii,E,2008,15.88333333,45.16666667,45.16666667,45.16666667,32.93333333,32.93333333,32.93333333,8.166666667,9.55,7.05
Tomb Raider: Underworld,1,TRUE,Action,Eidos,70,0.14,17.95,Nintendo Wii,T,2008,11.51666667,18.88333333,21.96666667,14.46666667,12.11666667,16.01666667,9.733333333,10.25,15.55,7.516666667
The Club,4,TRUE,Action,Sega,76,0.13,14.95,X360,T,2008,6.133333333,20,20,20,7.666666667,9.416666667,5.916666667,4.583333333,5.766666667,3.683333333
The Chronicles of Narnia: Prince Caspian,2,TRUE,"Action,Role-Playing (RPG)",Disney,56,0.13,14.95,X360,M,2008,12.81666667,11.65,11.81666667,11.48333333,0,0,0,14,16,12
Cabela's Dangerous Hunts 2009,1,TRUE,Sports,Activision,42,0.13,19.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Dark Messiah of Might and Magic: Elements,1,TRUE,"Action,Role-Playing (RPG)",Ubisoft,52,0.13,17.95,X360,T,2008,13.23333333,21.25,39.8,14.3,14.36666667,22.41666667,10.78333333,10.7,15.16666667,7.083333333
Fracture,1,TRUE,Action,,63,0.13,14.95,X360,T,2008,7.9,0,0,0,10.38333333,13.71666667,8.716666667,7.016666667,9.783333333,5.916666667
Bomberman Land,4,TRUE,Action,,57,0.12,19.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
Nitrobike,4,TRUE,"Action,Racing / Driving,Sports",Ubisoft,49,0.12,14.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Culdcept Saga,4,TRUE,Strategy,Namco,75,0.12,17.95,X360,T,2008,47.61666667,0,0,0,47.61666667,48.8,46.43333333,0,0,0
Facebreaker,2,TRUE,Sports,,53,0.12,14.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
MLB Power Pros 2008,2,TRUE,Sports,2K,83,0.12,22.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Mushroom Men: The Spore Wars,2,TRUE,Action,,72,0.12,17.95,Nintendo Wii,E,2008,5.516666667,0,0,0,7.2,7.716666667,6.683333333,3,3.75,2.25
Dragon Quest V: Hand of the Heavenly Bride,1,TRUE,Role-Playing (RPG),SquareEnix,84,0.12,29.95,Nintendo DS,T,2008,34.83333333,44.63333333,47.86666667,42.36666667,38.73333333,60.75,30.1,30.65,40.63333333,23.26666667
Ninjatown,1,TRUE,Strategy,,80,0.12,19.95,Nintendo DS,T,2008,14.68333333,15.5,15.5,15.5,20,20,20,12.63333333,14.15,11.11666667
Super Dodgeball Brawlers,1,TRUE,"Action,Sports",,65,0.12,19.95,Nintendo DS,T,2008,0.683333333,0,0,0,0,0,0,0.683333333,0.683333333,0.683333333
Dokapon Kingdom,1,TRUE,"Role-Playing (RPG),Strategy",,72,0.12,17.95,Nintendo Wii,M,2008,24.53333333,0,0,0,0,0,0,24.53333333,24.88333333,24.2
Alone in the Dark,1,TRUE,"Action,Adventure,Racing / Driving",Atari,58,0.12,14.95,X360,M,2008,6.6,9.15,10.4,8.216666667,0,0,0,5.866666667,7.533333333,4.133333333
NBA 09: The Inside,4,TRUE,Sports,Sony,63,0.11,14.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0
Sega Superstars Tennis,4,TRUE,Sports,Sega,67,0.11,16.95,PlayStation 3,M,2008,7.883333333,0,0,0,8.583333333,8.883333333,8.283333333,7.4,7.85,6.966666667
Baja: Edge of Control,4,TRUE,"Racing / Driving,Simulation,Sports",THQ,65,0.11,16.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
Destroy All Humans! Big Willy Unleashed,2,TRUE,Adventure,THQ,53,0.11,17.95,Nintendo Wii,T,2008,4.5,0,0,0,0,0,0,4.5,4.5,4.5
Space Invaders Extreme,1,TRUE,Action,SquareEnix,85,0.11,16.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
Ultimate Band,1,TRUE,"Action,Simulation",Disney,69,0.11,14.95,Nintendo DS,E,2008,0,0,0,0,0,0,0,0,0,0
The Club,4,TRUE,Action,Sega,72,0.1,14.95,PlayStation 3,M,2008,6.133333333,20,20,20,7.666666667,9.416666667,5.916666667,4.583333333,5.766666667,3.683333333
Madagascar: Escape 2 Africa,4,TRUE,Action,Activision,58,0.1,24.95,PlayStation 3,M,2008,6.5,0,0,0,7,7,7,6,6,6
NBA Ballers: Chosen One,4,TRUE,Sports,Midway,54,0.1,14.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0
Dream Pinball 3D,4,TRUE,Simulation,,54,0.1,16.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,4,TRUE,Action,Activision,62,0.1,19.95,X360,T,2008,6.5,0,0,0,7,7,7,6,6,6
Pro Evolution Soccer 2008,2,TRUE,Sports,Konami,83,0.1,17.95,Nintendo Wii,T,2008,63.8,78.2,82.3,74.1,35,35,35,0,0,0
Avalon Code,1,TRUE,"Action,Adventure,Role-Playing (RPG)",,71,0.1,27.95,Nintendo DS,M,2008,31.5,52.5,62.25,42.75,0,0,0,21,23.23333333,18.26666667
Disgaea DS,1,TRUE,"Role-Playing (RPG),Strategy",,82,0.1,24.95,Nintendo DS,M,2008,82.76666667,125.8166667,137.7333333,108.2833333,77.51666667,95.51666667,63.01666667,43.95,50.63333333,39.03333333
Guitar Rock Tour,1,TRUE,Simulation,,60,0.1,13.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
Lost in Blue 3,1,TRUE,Role-Playing (RPG),Konami,59,0.1,17.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
Syberia,1,TRUE,Adventure,,52,0.1,23.95,Nintendo DS,T,2008,10.85,12.6,17.95,9.9,12.28333333,14.95,10.46666667,9.916666667,12.8,6.416666667
Afrika,1,TRUE,"Adventure,Simulation",Sony,63,0.1,47.95,PlayStation 3,T,2008,28.26666667,31.03333333,33.55,27.05,0,0,0,23.66666667,27.41666667,19.91666667
NFL Head Coach 09,1,TRUE,"Simulation,Sports,Strategy",EA,64,0.1,14.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
NHL 2K9,1,TRUE,Sports,2K,70,0.1,14.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Brothers in Arms: Double Time,1,TRUE,"Action,Strategy",Ubisoft,45,0.1,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
ObsCure: The Aftermath,1,TRUE,Action,,53,0.1,16.95,Nintendo Wii,T,2008,7.633333333,6.75,7.55,6.05,7.333333333,7.333333333,7.333333333,8.016666667,10.28333333,6.45
MotoGP 08,1,TRUE,"Racing / Driving,Simulation,Sports",,68,0.1,16.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
NFL Head Coach 09,1,TRUE,"Simulation,Sports,Strategy",EA,67,0.1,12.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0
NFL Tour,1,TRUE,"Action,Sports",EA,49,0.1,12.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Pinball Hall of Fame: The Williams Collection,4,TRUE,Simulation,,78,0.09,17.95,Sony PSP,T,2008,29.25,32.33333333,41.83333333,22.83333333,0,0,0,20,20,20
Baja: Edge of Control,4,TRUE,"Racing / Driving,Simulation,Sports",THQ,61,0.09,17.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0
NFL Tour,4,TRUE,"Action,Sports",EA,45,0.09,14.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0
Wall-E,4,TRUE,Action,THQ,51,0.09,17.95,PlayStation 3,M,2008,7.35,6,6,6,14,14,14,6.283333333,8.25,5
Ninja Reflex,4,TRUE,Action,EA,49,0.09,14.95,Nintendo Wii,E,2008,3.833333333,3.666666667,3.666666667,3.666666667,0,0,0,4,4,4
Conflict: Denied Ops,4,TRUE,Action,Eidos,52,0.09,12.95,X360,T,2008,6.383333333,0,0,0,12.25,12.25,12.25,5.783333333,7.583333333,4.833333333
Top Spin 3,4,TRUE,Sports,2K,78,0.09,19.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0
Blitz: The League II,2,TRUE,"Action,Sports",Midway,62,0.09,14.95,PlayStation 3,M,2008,20,0,0,0,0,0,0,20,21,19
Hellboy: The Science of Evil,2,TRUE,"Action,Adventure",Konami,47,0.09,16.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Castlevania Judgment,2,TRUE,Action,Konami,49,0.09,17.95,Nintendo Wii,T,2008,7.783333333,0,0,0,0,0,0,7.783333333,9.433333333,6.133333333
Death Jr. II: Root of Evil,2,TRUE,Action,Eidos,71,0.09,17.95,Nintendo Wii,E,2008,9.7,0,0,0,13.38333333,13.38333333,13.38333333,6.016666667,6.016666667,6.016666667
Raiden IV,2,TRUE,Action,,63,0.09,32.95,X360,T,2008,0.833333333,0,0,0,0,0,0,0.833333333,0.866666667,0.783333333
Metal Slug 7,1,TRUE,Action,,70,0.09,17.95,Nintendo DS,M,2008,1.266666667,0,0,0,0,0,0,1.266666667,2.05,0.916666667
Spider-Man: Web of Shadows,1,TRUE,Action,Activision,77,0.09,15.95,Nintendo DS,E,2008,12.56666667,19.63333333,20.45,18.81666667,13.15,14.41666667,12.26666667,10.7,12.91666667,8.666666667
Trauma Center: Under The Knife 2,1,TRUE,"Action,Simulation",,79,0.09,19.95,Nintendo DS,T,2008,12,0,0,0,0,0,0,12,18.13333333,9.2
Fracture,1,TRUE,Action,,62,0.09,14.95,PlayStation 3,M,2008,7.9,0,0,0,10.38333333,13.71666667,8.716666667,7.016666667,9.783333333,5.916666667
Alone in the Dark,1,TRUE,"Action,Adventure,Racing / Driving",Atari,39,0.09,14.95,Nintendo Wii,T,2008,6.6,9.15,10.4,8.216666667,0,0,0,5.866666667,7.533333333,4.133333333
Final Fantasy Fables: Chocobo's Dungeon,1,TRUE,"Action,Role-Playing (RPG)",SquareEnix,76,0.09,17.95,Nintendo Wii,M,2008,28.16666667,38.65,45.48333333,31.81666667,29.21666667,31.41666667,27,22.13333333,23.43333333,21.31666667
The King of Fighters Collection: The Orochi Saga,1,TRUE,Action,,70,0.09,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Klonoa: Door to Phantomile,1,TRUE,Action,Namco,77,0.09,17.95,Nintendo Wii,T,2008,5.016666667,5.35,6.516666667,4.483333333,6.283333333,10.51666667,4.783333333,4.366666667,5.583333333,3.45
Samurai Warriors: Katana,1,TRUE,Action,,53,0.09,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
Battle of the Bands,2,TRUE,"Action,Simulation",THQ,58,0.08,14.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
Hellboy: The Science of Evil,2,TRUE,"Action,Adventure",Konami,44,0.08,14.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Dragon Ball: Origins,1,TRUE,"Action,Adventure",Atari,78,0.08,15.95,Nintendo DS,M,2008,11.5,0,0,0,12.15,13.76666667,10.53333333,10.51666667,10.65,10.38333333
Ninja Reflex,1,TRUE,Action,EA,54,0.08,12.95,Nintendo DS,T,2008,3.833333333,3.666666667,3.666666667,3.666666667,0,0,0,4,4,4
Space Bust-A-Move,1,TRUE,Strategy,SquareEnix,71,0.08,17.95,Nintendo DS,M,2008,4.016666667,7.033333333,7.033333333,7.033333333,0,0,0,1,1,1
Top Spin 3,1,TRUE,Sports,2K,75,0.08,24.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0
UEFA Euro 2008,7,TRUE,Sports,EA,79,0.07,17.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Blast Works: Build Trade Destroy,4,TRUE,Action,,78,0.07,14.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
FIFA Street 3,4,TRUE,Sports,EA,63,0.07,14.95,X360,T,2008,5.75,0,0,0,8,8,8,5,5.5,4.5
Blitz: The League II,2,TRUE,"Action,Sports",Midway,68,0.07,12.95,X360,M,2008,20,0,0,0,0,0,0,20,21,19
Space Chimps,2,TRUE,"Action,Adventure",,57,0.07,14.95,X360,T,2008,2.4,0,0,0,2.4,2.4,2.4,0,0,0
The Spiderwick Chronicles,2,TRUE,"Action,Adventure",,59,0.07,14.95,X360,E,2008,5.333333333,0,0,0,8,8,8,4,4.5,3.5
Etrian Odyssey II: Heroes of Lagaard,1,TRUE,Role-Playing (RPG),,82,0.07,24.95,Nintendo DS,T,2008,55.48333333,72,72,72,67.45,68.71666667,66.16666667,49.7,56.16666667,44.36666667
Line Rider 2: Unbound,1,TRUE,"Simulation,Sports",,59,0.07,8.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
The King of Fighters Collection: The Orochi Saga,1,TRUE,Action,,61,0.07,17.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0
Target: Terror,1,TRUE,Action,Konami,33,0.07,17.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0
Legendary,1,TRUE,Action,Atari,47,0.07,17.95,X360,T,2008,5.85,6.683333333,7.15,6.4,7.6,10.01666667,5.583333333,5.283333333,6.483333333,4.566666667
Universe at War: Earth Assault,1,TRUE,"Action,Strategy",Sega,66,0.07,14.95,X360,T,2008,16,0,0,0,0,0,0,16,17,15
Smash Court Tennis 3,4,TRUE,"Simulation,Sports",Atari,55,0.06,14.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0
Code Lyoko: Fall of X.A.N.A,1,TRUE,"Action,Role-Playing (RPG)",,51,0.06,14.95,Nintendo DS,M,2008,15.15,0,0,0,0,0,0,15.15,16.2,14.1
Knights in the Nightmare,1,TRUE,"Role-Playing (RPG),Strategy",,76,0.06,29.95,Nintendo DS,M,2008,27.11666667,0,0,0,31,31,31,26.56666667,32.78333333,23.41666667
Lock's Quest,1,TRUE,"Action,Adventure,Strategy",THQ,80,0.06,14.95,Nintendo DS,E,2008,14.9,0,0,0,15,15,15,14.88333333,16.8,13.43333333
Master of the Monster Lair,1,TRUE,Role-Playing (RPG),,63,0.06,14.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
N+,1,TRUE,Action,Atari,82,0.06,14.95,Nintendo DS,M,2008,17.2,18,18,18,0,0,0,17,18.36666667,15.86666667
Pipe Mania,1,TRUE,Strategy,,71,0.06,14.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
The Spiderwick Chronicles,1,TRUE,Role-Playing (RPG),,60,0.06,12.95,Nintendo DS,E,2008,5.333333333,0,0,0,8,8,8,4,4.5,3.5
Summon Night: Twin Age,1,TRUE,Role-Playing (RPG),,73,0.06,24.95,Nintendo DS,E,2008,15.33333333,24,24,24,15.28333333,16.66666667,14.05,13.63333333,14.78333333,12.65
Wild Arms XF,1,TRUE,Role-Playing (RPG),,64,0.06,17.95,Sony PSP,M,2008,56.23333333,77.48333333,77.48333333,77.48333333,55,55,55,52.23333333,53.7,50.78333333
FIFA Street 3,1,TRUE,Sports,EA,63,0.06,17.95,PlayStation 3,T,2008,5.75,0,0,0,8,8,8,5,5.5,4.5
MotoGP 08,1,TRUE,"Racing / Driving,Simulation,Sports",,65,0.06,17.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0
Harvey Birdman: Attorney at Law,1,TRUE,Adventure,Capcom,60,0.06,14.95,Nintendo Wii,M,2008,4.133333333,7.066666667,7.066666667,7.066666667,0,0,0,3.85,4.266666667,3.483333333
Let's Tap,1,TRUE,Simulation,Sega,70,0.06,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0
NHL 2K9,1,TRUE,Sports,2K,65,0.06,14.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0
Conflict: Denied Ops,4,TRUE,Action,Eidos,51,0.05,17.95,PlayStation 3,E,2008,6.383333333,0,0,0,12.25,12.25,12.25,5.783333333,7.583333333,4.833333333
Worms: A Space Oddity,4,TRUE,"Action,Strategy",THQ,64,0.05,17.95,Nintendo Wii,M,2008,10,0,0,0,10,10,10,0,0,0
UEFA Euro 2008,4,TRUE,Sports,EA,80,0.05,14.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Overlord: Raising Hell,2,TRUE,"Action,Strategy",,72,0.05,17.95,PlayStation 3,T,2008,21.98333333,38.61666667,63.4,24.9,14.1,22.83333333,8.666666667,11.23333333,24.43333333,6.383333333
Battle Fantasia,2,TRUE,"Action,Role-Playing (RPG)",,71,0.05,22.95,X360,M,2008,1.133333333,0,0,0,0,0,0,1.133333333,1.533333333,0.683333333
Bangai-O Spirits,1,TRUE,Action,,83,0.05,14.95,Nintendo DS,M,2008,11.75,20,20,20,11,11,11,8,9,7
Dungeon Explorer: Warriors of Ancient Arts,1,TRUE,"Action,Role-Playing (RPG)",,60,0.05,17.95,Nintendo DS,M,2008,12.58333333,0,0,0,0,0,0,12.58333333,22.85,7.1
From the Abyss,1,TRUE,"Action,Role-Playing (RPG)",,60,0.05,19.95,Nintendo DS,T,2008,7.383333333,19,19,19,0,0,0,6.083333333,8.433333333,4.3
New International Track & Field,1,TRUE,"Action,Sports",Konami,73,0.05,14.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
Soul Bubbles,1,TRUE,Strategy,Eidos,78,0.05,14.95,Nintendo DS,T,2008,8.816666667,9.483333333,10.65,8.466666667,9,9,9,6,6,6
Tropix!,1,TRUE,Action,,59,0.05,23.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0
Unsolved Crimes,1,TRUE,"Action,Adventure,Racing / Driving",,66,0.05,17.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0
Zubo,1,TRUE,"Adventure,Role-Playing (RPG),Strategy",EA,75,0.05,14.95,Nintendo DS,E,2008,15,0,0,0,15,15,15,0,0,0
Ford Racing Off Road,1,TRUE,Racing / Driving,,47,0.05,12.95,Sony PSP,M,2008,0,0,0,0,0,0,0,0,0,0
Harvey Birdman: Attorney at Law,1,TRUE,Adventure,Capcom,62,0.05,14.95,Sony PSP,M,2008,4.133333333,7.066666667,7.066666667,7.066666667,0,0,0,3.85,4.266666667,3.483333333
Secret Agent Clank,1,TRUE,Action,Sony,72,0.05,23.95,Sony PSP,M,2008,7.766666667,0,0,0,7.85,9.05,6.983333333,7.716666667,8.8,6.666666667
Space Invaders Extreme,1,TRUE,Action,SquareEnix,84,0.05,16.95,Sony PSP,M,2008,0,0,0,0,0,0,0,0,0,0
Armored Core: For Answer,1,TRUE,Action,Ubisoft,62,0.05,29.95,PlayStation 3,M,2008,56.88333333,272.5,311.25,233.75,17.26666667,19.43333333,14.86666667,10.25,12.53333333,8.716666667
Legendary,1,TRUE,Action,Atari,50,0.05,19.95,PlayStation 3,E,2008,5.85,6.683333333,7.15,6.4,7.6,10.01666667,5.583333333,5.283333333,6.483333333,4.566666667
Agatha Christie: Evil Under the Sun,1,TRUE,Adventure,,46,0.05,17.95,Nintendo Wii,M,2008,7.616666667,6,6,6,0,0,0,9.25,9.25,9.25
Agatha Christie: And Then There Were None,1,TRUE,Adventure,,50,0.05,17.95,Nintendo Wii,M,2008,7.933333333,9.5,10.75,8.25,0,0,0,7.166666667,7.916666667,6.25
Armored Core: For Answer,1,TRUE,Action,Ubisoft,64,0.05,24.95,X360,T,2008,56.88333333,272.5,311.25,233.75,17.26666667,19.43333333,14.86666667,10.25,12.53333333,8.716666667
Cradle of Rome,1,TRUE,Strategy,,63,0.04,17.95,Nintendo DS,E,2008,0,0,0,0,0,0,0,0,0,0
The Dark Spire,1,TRUE,"Adventure,Role-Playing (RPG)",,69,0.04,24.95,Nintendo DS,T,2008,56.01666667,51.51666667,62.15,40.86666667,76.81666667,95.21666667,58.4,27.91666667,27.91666667,27.91666667
Flower: Sun and Rain,1,TRUE,Adventure,,54,0.04,23.95,Nintendo DS,M,2008,10.15,7.5,7.5,7.5,8.816666667,8.983333333,8.633333333,11.91666667,14.96666667,8.866666667
Insecticide,1,TRUE,"Action,Adventure",,55,0.04,12.95,Nintendo DS,T,2008,3.566666667,0,0,0,3.083333333,3.666666667,2.5,3.7,4.35,2.85
Izuna 2: The Unemployed Ninja Returns,1,TRUE,Role-Playing (RPG),,65,0.04,17.95,Nintendo DS,E,2008,13.25,0,0,0,0,0,0,13.25,13.25,13.25
Looney Tunes: Cartoon Conductor,1,TRUE,Action,Eidos,67,0.04,13.95,Nintendo DS,M,2008,4.75,5.5,5.5,5.5,0,0,0,4,4,4
Nanostray 2,1,TRUE,Action,,75,0.04,12.95,Nintendo DS,M,2008,3,0,0,0,0,0,0,3,3,3
Hellboy: The Science of Evil,1,TRUE,Action,Konami,42,0.04,14.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0
Pipe Mania,1,TRUE,Strategy,,74,0.04,12.95,Sony PSP,T,2008,0,0,0,0,0,0,0,0,0,0
UEFA Euro 2008,1,TRUE,Sports,EA,68,0.04,19.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0
Vampire Rain,1,TRUE,Action,,30,0.04,24.95,PlayStation 3,E,2008,10.88333333,0,0,0,0,0,0,10.88333333,11.66666667,10.08333333
Baroque,1,TRUE,"Action,Role-Playing (RPG)",,50,0.04,19.95,Nintendo Wii,T,2008,7.783333333,0,0,0,0,0,0,7.783333333,10.38333333,5.183333333
Supreme Commander,1,TRUE,Strategy,,56,0.04,17.95,X360,T,2008,24.9,40.36666667,45.65,34.15,26.26666667,30.51666667,20.51666667,19.6,27.15,16.15
Hail to the Chimp,4,TRUE,"Action,Strategy",,52,0.03,16.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0
Assassin's Creed: Altar's Chronicles,1,TRUE,Action,Ubisoft,58,0.03,11.95,Nintendo DS,T,2008,5.066666667,5.05,5.5,4.75,4.516666667,4.616666667,4.416666667,5.183333333,7.033333333,4.2
The Legend of Kage 2,1,TRUE,Action,SquareEnix,70,0.03,14.95,Nintendo DS,E,2008,3.333333333,0,0,0,0,0,0,3.333333333,3.333333333,3.333333333
Rhapsody: A Musical Adventure,1,TRUE,Role-Playing (RPG),,67,0.03,12.95,Nintendo DS,M,2008,10.66666667,13.13333333,15.06666667,11.33333333,13.2,16.41666667,11.16666667,9.65,10.93333333,8.066666667
Secret Files: Tunguska,1,TRUE,Adventure,,71,0.03,17.95,Nintendo DS,M,2008,10.08333333,12.05,14.75,10.5,11.5,11.75,11.25,8.8,12.56666667,6.816666667
Fading Shadows,1,TRUE,"Action,Adventure",,62,0.03,17.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0
Hail to the Chimp,1,TRUE,"Action,Strategy",,51,0.03,15.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0
Secret Files: Tunguska,2,TRUE,Adventure,,64,0.02,17.95,Nintendo Wii,M,2008,10.08333333,12.05,14.75,10.5,11.5,11.75,11.25,8.8,12.56666667,6.816666667
Chicken Hunter,1,TRUE,Action,,39,0.02,17.95,Nintendo DS,T,2008,1.5,1.5,1.5,1.5,0,0,0,0,0,0
